sensor_code,rf_importance,mutual_info,composite_score
Attribute 434,0.0016026425455974978,0.009828458915009497,0.11083961858163159
Attribute 58,0.0008974327626186252,0.011544734847463989,0.10978774882056441
Attribute 184,0.002153986242988298,0.007977187499298877,0.1076375629547992
Attribute 430,0.0037080694951910002,0.003901159303473456,0.10763442923308379
Attribute 218,0.0029884094003955275,0.0056997290754088326,0.10693327164231525
Attribute 18,0.0025866663828753977,0.006685399252958302,0.10639679862198176
Attribute 121,0.0018093373599815058,0.008619087895360922,0.10556830560251856
Attribute 91,0.0050949360870302315,0.0,0.1055485302164019
Attribute 407,0.0009438298234492961,0.010885323503338151,0.10553998847658846
Attribute 35,0.001573770589611366,0.009230773388045677,0.10552015366493649
Attribute 89,0.0012441303592812857,0.009984035079340758,0.10464150577756179
Attribute 358,0.0011968820453768147,0.009939067834461524,0.1033074794935647
Attribute 296,0.0023023482730237244,0.006865623783434582,0.10193042374412956
Attribute 556,0.00199753067755622,0.007530954747418939,0.10087141256486172
Attribute 564,0.0031320631261064474,0.004547585310691327,0.10080803641476346
Attribute 313,0.001115116495228288,0.009817807881189689,0.10065571687940256
Attribute 568,0.000823801829252594,0.010531181110382537,0.1002559411956178
Attribute 312,0.0011298794756106042,0.009703279667578002,0.10005685060206762
Attribute 79,0.001453762169400629,0.008792234160075019,0.09956982949976072
Attribute 31,0.003486818564727236,0.0034111382841359728,0.09918005471754025
Attribute 498,0.00114774083894162,0.009541737504192627,0.09915079064534807
Attribute 541,0.001298626732628108,0.008970569045020138,0.0977647223629694
Attribute 562,0.0021043814112654824,0.006806926562596294,0.09736559951114121
Attribute 333,0.0025175050993983534,0.0056960643870109795,0.09714889985784164
Attribute 97,0.0018754160309324816,0.007273021775655142,0.09630413189409226
Attribute 356,0.0015483987399538518,0.008107666288934334,0.09612269532446549
Attribute 182,0.001291957465368483,0.008744632484571246,0.09584180143651613
Attribute 12,0.0029662729546726784,0.004278985194124729,0.09525169405398547
Attribute 141,0.0009263311914888979,0.009543727376112088,0.09457970742634772
Attribute 214,0.001927982270121529,0.006765337109757796,0.09338272064571865
Attribute 476,0.002987986405019611,0.0039642293648609606,0.09321514286744506
Attribute 551,0.0016859253504700764,0.007345067767723368,0.09294769316458062
Attribute 554,0.0019693640064071473,0.006589970699666159,0.09285471427141717
Attribute 126,0.0010817455336107403,0.008846802841705692,0.09229405751059347
Attribute 269,0.0014064068540303803,0.007904266532275939,0.09157440901314176
Attribute 26,0.0009371887626608021,0.00910651467956436,0.09135092902328323
Attribute 144,0.0024148816537517574,0.005172477534944875,0.09088690587053751
Attribute 561,0.0009436788961301898,0.009024616204711178,0.09083843406668439
Attribute 32,0.0032814278786640117,0.002773263579075591,0.08988629478559863
Attribute 64,0.0023888395358779135,0.005031821049706897,0.08923630942920875
Attribute 547,0.0009152357058228661,0.008878877200126478,0.08909794740987323
Attribute 17,0.0035117039389074276,0.0020119542607883734,0.08864290751660922
Attribute 306,0.001029872874806303,0.008489722145922363,0.08839872993365744
Attribute 62,0.0009081183373240756,0.00869245050531231,0.08747784676597471
Attribute 377,0.0009173955372697107,0.008578592687742859,0.08677063079699454
Attribute 28,0.001508086910547918,0.006928187613338688,0.08597043467122575
Attribute 252,0.001568834949366382,0.006768005001821731,0.0859635701358697
Attribute 550,0.004120829641674015,0.0,0.0853685904045166
Attribute 565,0.001373950128718722,0.00711318206389544,0.08465294964694671
Attribute 512,0.0010538178418641763,0.007869212403137205,0.08399314233246327
Attribute 279,0.00123356007634938,0.0073823217032236155,0.08387061415639635
Attribute 352,0.0023848728740007933,0.004338277912630861,0.08367557618659766
Attribute 176,0.001480355414374613,0.006704170700558398,0.08362634504787045
Attribute 432,0.0038160388592412687,0.000545371303708464,0.08336252815711433
Attribute 425,0.0011841759656823884,0.007360616251937513,0.08267609560637595
Attribute 274,0.000351156504932481,0.009513791798805071,0.08242770915022168
Attribute 164,0.002371410326869605,0.004160879646278204,0.08199534549458184
Attribute 177,0.001564362279028454,0.006239893238841887,0.08169915896979127
Attribute 489,0.003938927615766783,0.0,0.08160024254893333
Attribute 268,0.0016715072546307044,0.005809293529457804,0.08051734357775252
Attribute 345,0.0019945159814976922,0.00492011756888977,0.0801849728499395
Attribute 122,0.003045319727119825,0.002144602038656407,0.08002895903753228
Attribute 409,0.0018481732348746471,0.005151560025354218,0.0789815349569559
Attribute 198,0.0029534618766503605,0.002245564719788984,0.07892354098086941
Attribute 239,0.0024758219796580582,0.0034654692461959513,0.07866506622231427
Attribute 15,0.0017149090412914342,0.005444247628336285,0.07853283555612342
Attribute 492,0.0016867049178475547,0.005512935092891302,0.07849113693314269
Attribute 350,0.0021500906260922222,0.0042798686523930485,0.07835034586937994
Attribute 528,0.0014732871524646167,0.005859356795025805,0.0768064131696093
Attribute 189,0.0037061337237349608,0.0,0.076777600473037
Attribute 414,0.0011575499531533424,0.006645298598018101,0.07647393798859856
Attribute 120,0.0015453776591500626,0.005580427782973629,0.07609650074103172
Attribute 424,0.0036378596135252256,0.0,0.07536320942644183
Attribute 344,0.002296257313300954,0.003473143460797967,0.07500576146010954
Attribute 45,0.003616646203341642,0.0,0.07492374478399919
Attribute 486,0.0021672470650852087,0.00374203608683632,0.07445722283826142
Attribute 106,0.0035332024498137132,0.0,0.07319509394517261
Attribute 485,0.0010670167049705943,0.0064155842901461035,0.07278381879161469
Attribute 99,0.000939117400693721,0.00675012661969232,0.07277688661784369
Attribute 140,0.0016647718624061942,0.004817282742007656,0.07254154393908573
Attribute 253,0.002958391762621507,0.001380173252629735,0.07218961714422703
Attribute 95,0.0010628947744059085,0.006298763654494888,0.07177561719523028
Attribute 362,0.001377259177542302,0.0054114285435662435,0.07127870910957106
Attribute 527,0.0016239676523696301,0.004755482662554655,0.07120804713076505
Attribute 207,0.0,0.008920192546505223,0.07046396051386365
Attribute 317,0.0015351806077355617,0.004873077473598553,0.07029762845160034
Attribute 480,0.002626278749847717,0.0019207482475591675,0.06957964988728545
Attribute 51,0.0014413916709767206,0.004984747069636919,0.06923678326951124
Attribute 77,0.0019783474093408135,0.0035567102530296157,0.06907995100371363
Attribute 21,0.0020057066085064335,0.003456257338671609,0.06885321861943025
Attribute 491,0.0012038395931746517,0.005553079897218982,0.06880504395898691
Attribute 297,0.002955568482820497,0.0008556670138746281,0.06798785674010203
Attribute 118,0.002475275948793273,0.0020320072326129868,0.06733029812396389
Attribute 353,0.001935326183129825,0.003361198210711125,0.06664428453590661
Attribute 72,0.003202354745345482,0.0,0.06634113379030696
Attribute 27,0.0023968594675696166,0.0021076039292340365,0.0663029608464681
Attribute 251,0.003191550709204927,0.0,0.06611731348803793
Attribute 287,0.003176757397454288,0.0,0.06581084991604381
Attribute 208,0.003137848432532464,0.0,0.06500479779103398
Attribute 557,0.0016403101142122727,0.00391993024223658,0.06494626019374075
Attribute 320,0.0024594239460312846,0.0017636965338168054,0.06488241506488264
Attribute 523,0.0019414269331620231,0.0030996485322343226,0.06470459045284972
Attribute 109,0.003064391073570828,0.0,0.06348302869726334
Attribute 394,0.002124743360210648,0.0024637477566604726,0.06347901982775908
Attribute 49,0.0007218745382894713,0.00614085092049943,0.06346350705241403
Attribute 354,0.0030569596804555644,0.0,0.06332907728209779
Attribute 560,0.0019614704451349566,0.002846705333645394,0.06312172547178749
Attribute 526,0.0029992496251145732,0.0,0.06213353499934869
Attribute 280,0.002970929441004254,0.0,0.061546843869716795
Attribute 494,0.0023050266534141105,0.0017445346963178565,0.06153249859488932
Attribute 587,0.0009606253944808216,0.005145933893939469,0.06055033143659658
Attribute 10,0.0016539205010634877,0.0032080678236465765,0.05960494851630969
Attribute 9,0.0028621856005384607,0.0,0.059294067321553734
Attribute 586,0.0015022136207498925,0.003504447090276086,0.05880334561911729
Attribute 300,0.0017747420020976779,0.00276802647753871,0.058631877904370175
Attribute 44,0.0017382233830545825,0.0028062827165045157,0.058177545485076074
Attribute 11,0.0027988802438621094,0.0,0.05798261076196641
Attribute 161,0.0017705026785036877,0.0026952220231264423,0.05796894474503462
Attribute 220,0.0011145069678877185,0.004335184071608378,0.05733377931328797
Attribute 119,0.002757157906351696,0.0,0.05711827579756382
Attribute 422,0.0015541279876893222,0.003132743573421859,0.05694259626105847
Attribute 271,0.0027472339740954666,0.0,0.05691268804421033
Attribute 170,0.0015807435820337078,0.0030552029573573947,0.056881451965212104
Attribute 137,0.0015787906748527536,0.003016718107572647,0.05653698851408265
Attribute 460,0.0023220586771102313,0.0010527916308968877,0.05642100112634929
Attribute 525,0.0021935453712519427,0.0013503241283152612,0.05610899447187478
Attribute 588,0.0018261601507902653,0.002304615470723581,0.05603641670770969
Attribute 188,0.00268596844839251,0.0,0.05564348935743122
Attribute 281,0.0026854017635076486,0.0,0.05563174970934314
Attribute 351,0.0026618912448392235,0.0,0.05514469734054219
Attribute 341,0.002655913271492316,0.0,0.05502085549254626
Attribute 87,0.001787186900465929,0.0022211039369428587,0.05456934376509126
Attribute 225,0.0026330085407140864,0.0,0.054546352843769436
Attribute 46,0.001630532680018936,0.0026167193661308374,0.05444915381170248
Attribute 30,0.0014614007318196312,0.0029856532906489264,0.05385970350369321
Attribute 250,0.0,0.0066760552740525725,0.0527366749951507
Attribute 68,0.0025375362932053684,0.0,0.05256851539323619
Attribute 302,0.002525565976110793,0.0,0.052320533994848685
Attribute 428,0.0025147611807315195,0.0,0.052096697963917034
Attribute 585,0.0012777677826626577,0.0030948254222329385,0.050917889003514676
Attribute 82,0.0024522235335673478,0.0,0.05080114555096856
Attribute 481,0.0008348071438292242,0.004174272876822371,0.0502683189316534
Attribute 84,0.0011040325154090926,0.0034418835922314095,0.05006026985676859
Attribute 433,0.0008770545036121258,0.004025710503001045,0.04996998030299034
Attribute 338,0.0015895180026969935,0.0021468410438385543,0.04988773315368785
Attribute 136,0.0009410111638026011,0.003841788012312719,0.049842056476454774
Attribute 416,0.000999801531813016,0.003675887092005725,0.0497494650530501
Attribute 410,0.002172155270444404,0.0005716484985047732,0.04951481737239652
Attribute 145,0.002357592211117811,0.0,0.048840729006704324
Attribute 23,0.002346817972290479,0.0,0.048617525996303416
Attribute 143,0.0007421225863100518,0.00419416899817282,0.048505399226516935
Attribute 282,0.0023320263208061296,0.0,0.04831109681898346
Attribute 435,0.0017086355113479926,0.0014982138442449777,0.0472316638062472
Attribute 337,0.002272029890299806,0.0,0.04706818916518716
Attribute 151,0.002266857409694648,0.0,0.04696103419481627
Attribute 255,0.0008992791649072043,0.0035596621526325922,0.046748902941377395
Attribute 48,0.0021981354103898813,8.096105699806344e-05,0.04617690639786397
Attribute 210,0.0,0.005830491182471809,0.046057245773140125
Attribute 76,0.0022071473710887166,0.0,0.04572405953873295
Attribute 361,0.001387542901108302,0.002131163302588668,0.045579699852941954
Attribute 307,0.002113540997677997,0.00020231618052424238,0.04538304791553082
Attribute 322,0.0021891358253292408,0.0,0.045350925872409326
Attribute 392,0.002178018507786106,0.0,0.04512061551981943
Attribute 163,0.002163482025502951,0.0,0.04481947251953538
Attribute 13,0.002162945090504457,0.0,0.044808349180803606
Attribute 219,0.0021454913300613123,0.0,0.04444677079590243
Attribute 457,0.0021423102350534746,0.0,0.0443808700864881
Attribute 378,0.001419988633757611,0.0018568047498250806,0.0440845957921232
Attribute 292,0.002124905225777085,0.0,0.04402030164830841
Attribute 555,0.00211192571058629,0.0,0.04375141333883634
Attribute 162,0.002109658378743573,0.0,0.04370444247611622
Attribute 366,0.002107848793022767,0.0,0.04366695444685167
Attribute 321,0.0014993098953809132,0.0015483359161736487,0.04329113210967683
Attribute 205,0.002080886264863361,0.0,0.04310838900667114
Attribute 483,0.0019977138343716685,0.0002006948514412521,0.042970723212259386
Attribute 256,0.002061031942348022,0.0,0.042697079713651546
Attribute 437,0.00204749973495673,0.0,0.04241674163357821
Attribute 319,0.0020217483966143493,0.0,0.0418832676376899
Attribute 336,0.0020190837160417993,0.0,0.04182806515563231
Attribute 101,0.002004139952263809,0.0,0.041518484765275074
Attribute 286,0.0020009828203530265,0.0,0.04145308048400634
Attribute 477,0.0015215916109956407,0.0012502960356870485,0.04139839888608167
Attribute 272,0.001787822403698377,0.0004864905344796888,0.040880144509833
Attribute 24,0.0009644480746213535,0.0025899217677236575,0.040438621005391376
Attribute 303,0.0019215996521174258,0.0,0.03980855019195455
Attribute 157,0.001912222575791071,0.0,0.03961429130291897
Attribute 100,0.001904396978594995,0.0,0.03945217341409715
Attribute 199,0.0018945078469161836,0.0,0.03924730660203408
Attribute 152,0.001427881830280403,0.001209211119281406,0.03913252810375729
Attribute 524,0.0018718995658145877,0.0,0.03877894531148379
Attribute 217,0.0018564687049006108,0.0,0.038459274041496704
Attribute 224,0.0015207392540447682,0.0008611272008911541,0.03830654995492555
Attribute 78,0.0018486750372573451,0.0,0.03829781761678593
Attribute 473,0.001826593273717519,0.0,0.03784036385359784
Attribute 167,0.001821380360555076,0.0,0.03773237126781404
Attribute 558,0.0013835333054815439,0.001133204676179167,0.03761338457785422
Attribute 19,0.0017882978540739653,0.0,0.037047022153456226
Attribute 546,0.00034260002955226784,0.0037199403290704147,0.03648263524310323
Attribute 273,0.0017594191478288944,0.0,0.036448760478206214
Attribute 229,0.0017299738228517866,0.0,0.03583876052531385
Attribute 212,0.0017073145390424243,0.0,0.0353693426443079
Attribute 67,0.001701204810164481,0.0,0.03524277130129749
Attribute 501,0.00043114975538159574,0.0032969417034591775,0.03497563778575612
Attribute 169,0.0008843036811828833,0.0021034320201145373,0.03493535515624857
Attribute 470,0.0016860089615676156,0.0,0.03492796863107891
Attribute 216,0.0016858049469484669,0.0,0.03492374219078094
Attribute 471,0.001252980395357123,0.0011097340237768982,0.03472339996810246
Attribute 2,0.0016489840260756313,0.0,0.03416094673801059
Attribute 299,0.001642788034517417,0.0,0.03403258834626009
Attribute 63,0.0013363220073339336,0.0007852285103420176,0.03388654353749059
Attribute 436,0.0016262900019252534,0.0,0.03369080916359322
Attribute 160,0.0016245205422552133,0.0,0.03365415240004218
Attribute 456,0.0016215808187183412,0.0,0.033593252028916956
Attribute 81,0.0016037906125435483,0.0,0.033224703713114506
Attribute 249,0.0016017459706313122,0.0,0.03318234617516525
Attribute 431,0.0015996299606267001,0.0,0.03313851015012099
Attribute 488,0.001188560275689309,0.0010162718074027133,0.03265055632948387
Attribute 475,0.00107459117348688,0.001309729187830122,0.032607661750117756
Attribute 186,0.001550956270309528,0.0,0.03213016845840403
Attribute 88,0.0015502458922708757,0.0,0.03211545201121078
Attribute 69,0.001544518235705232,0.0,0.03199679581577254
Attribute 566,0.001542967420564947,0.0,0.03196466857101453
Attribute 200,0.0015425333811298625,0.0,0.03195567685381797
Attribute 114,0.0013135868857969291,0.0004228563933754703,0.030553040743625557
Attribute 363,0.001467912284103842,0.0,0.03040979934334602
Attribute 458,0.0014589595326158986,0.0,0.030224330920424956
Attribute 54,0.0014150138841080326,0.0,0.02931393704498077
Attribute 357,0.0014090248474365762,0.0,0.02918986600517057
Attribute 355,0.0014002554467386617,0.0,0.029008195943224204
Attribute 61,0.0013922538951741644,0.0,0.028842432920360515
Attribute 305,0.001376977054128475,0.0,0.028525952381413852
Attribute 360,0.0013723680927944725,0.0,0.028430471479137853
Attribute 202,0.0013633721949457573,0.0,0.028244109220673837
Attribute 393,0.0013617827991224366,0.0,0.028211182724596558
Attribute 570,0.0013355475081641146,0.0,0.027667682992087723
Attribute 117,0.0006084418639597663,0.0018972855104466557,0.027592073516832273
Attribute 487,0.001331256047017282,0.0,0.027578779537992974
Attribute 57,0.0013238528518840346,0.0,0.02742541228237447
Attribute 209,0.0013237394723093023,0.0,0.027423063470286325
Attribute 124,0.0013227762061794326,0.0,0.0274031081023527
Attribute 298,0.0013222470315465793,0.0,0.027392145530149358
Attribute 567,0.0013166852322069223,0.0,0.027276925292715228
Attribute 165,0.0013158471610767444,0.0,0.027259563509466907
Attribute 548,0.0012828819660895207,0.0,0.026576644662249987
Attribute 389,0.0012753851819470338,0.0,0.026421338583022928
Attribute 368,0.0012556861284820115,0.0,0.02601324589954839
Attribute 146,0.001247889375914735,0.0,0.0258517255664412
Attribute 549,0.0012340758650558666,0.0,0.02556555990246096
Attribute 521,0.001206676302956808,0.0,0.02499794070984919
Attribute 453,0.0011990813488283575,0.0,0.02484060090585055
Attribute 318,0.0011893390298465525,0.0,0.024638775518472975
Attribute 94,0.00118735889021848,0.0,0.02459775423306405
Attribute 440,0.0011802878092436629,0.0,0.02445126717391663
Attribute 105,0.0011717943251500875,0.0,0.024275313099679008
Attribute 215,0.0011461485783249017,0.0,0.02374402657567511
Attribute 155,0.0011207605015370325,3.391976019662124e-05,0.02348602299783309
Attribute 369,0.0011256896657886191,0.0,0.023320192378122055
Attribute 497,0.0010708418554968443,0.0,0.02218394539425473
Attribute 149,0.0010675163979317647,0.0,0.02211505401813234
Attribute 474,0.001064622832155711,0.0,0.022055109867797573
Attribute 411,0.0010551573532038756,0.0,0.021859019598146547
Attribute 484,0.0010436483398043547,0.0,0.0216205947331806
Attribute 284,0.0010420846425662697,0.0,0.021588200618246862
Attribute 325,0.001001986210060641,0.0,0.020757507054548468
Attribute 569,0.0009992197907474306,0.0,0.0207001969161122
Attribute 420,0.0009928724600311595,0.0,0.02056870332787951
Attribute 108,0.0009803393499006395,0.0,0.0203090629063472
Attribute 203,0.0009643405923546961,0.0,0.019977626885282766
Attribute 439,0.0009621076538843024,0.0,0.019931368528045734
Attribute 390,0.0004976914259035925,0.0011522101201493218,0.01941209644681451
Attribute 545,0.000710163111830724,0.0005698658664712308,0.019213579798199126
Attribute 197,0.000927389951314007,0.0,0.01921214410281436
Attribute 304,0.0009021879090590177,0.0,0.018690049522425565
